latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
-22.78641,-43.75573,309.2,0.55,0.51,2020-01-25,03:30,N,nominal,1.0NRT,288.4,1.5,N
-22.90922,-43.73732,340.2,0.55,0.51,2020-01-25,03:30,N,nominal,1.0NRT,288.3,7.1,N
-22.69099,-47.6571,325.3,0.48,0.65,2020-01-25,03:30,N,nominal,1.0NRT,286.5,3.3,N
-22.69688,-47.65879,313.5,0.48,0.65,2020-01-25,03:30,N,nominal,1.0NRT,287.2,2.3,N
-22.92834,-48.70676,301.5,0.55,0.68,2020-01-25,03:30,N,nominal,1.0NRT,285.2,1.2,N
-23.44014,-47.08525,306.8,0.43,0.62,2020-01-25,03:30,N,nominal,1.0NRT,285.8,1.5,N
-24.64917,-42.51584,340,0.43,0.46,2020-01-25,03:30,N,nominal,1.0NRT,291.9,9.6,N
-24.65003,-42.5116,310.5,0.43,0.46,2020-01-25,03:30,N,nominal,1.0NRT,290.5,9.6,N
-24.69031,-42.50804,332.2,0.43,0.46,2020-01-25,03:30,N,nominal,1.0NRT,291,4.7,N
-23.60787,-48.81176,327,0.54,0.68,2020-01-25,03:30,N,nominal,1.0NRT,285.8,4.1,N
-23.60911,-48.80673,302,0.54,0.68,2020-01-25,03:30,N,nominal,1.0NRT,285.2,2,N
-23.61406,-48.8135,304.2,0.54,0.68,2020-01-25,03:30,N,nominal,1.0NRT,285.3,2,N
-23.61528,-48.80852,303.7,0.54,0.68,2020-01-25,03:30,N,nominal,1.0NRT,284.8,1.3,N
-25.02409,-42.66925,345.5,0.43,0.46,2020-01-25,03:30,N,nominal,1.0NRT,290.4,10.3,N
-25.60324,-42.82382,338.7,0.43,0.46,2020-01-25,03:30,N,nominal,1.0NRT,291.1,7.2,N
-25.6041,-42.81954,337.1,0.43,0.46,2020-01-25,03:30,N,nominal,1.0NRT,291.2,7.2,N
-34.05025,-53.56585,302.4,0.55,0.68,2020-01-25,03:36,N,nominal,1.0NRT,289.9,10.9,N
-34.05193,-53.55996,300.2,0.55,0.68,2020-01-25,03:36,N,nominal,1.0NRT,289.9,8.3,N
-34.05468,-53.57447,331.6,0.55,0.68,2020-01-25,03:36,N,nominal,1.0NRT,290.3,10.9,N
-34.05637,-53.56853,367,0.55,0.68,2020-01-25,03:36,N,high,1.0NRT,293.4,10.9,N
