Longitude,Latitude,Confidence
-60.28705,-33.25645,nominal
-60.15271,-33.36082,nominal
-60.14853,-33.36145,nominal
-60.14435,-33.36208,nominal
-60.13671,-33.36669,nominal
-60.16251,-33.36623,nominal
-60.16323,-33.36956,nominal
-60.15906,-33.37020,nominal
-60.15070,-33.37147,nominal
-60.14724,-33.37545,nominal
-60.14796,-33.37879,nominal
-60.00437,-33.11527,nominal
-60.00509,-33.11862,nominal
-60.00092,-33.11925,nominal
-60.07310,-33.12251,nominal
-60.11723,-33.10366,nominal
-60.11205,-33.09910,nominal
