Longitude,Latitude,Confidence
-60.32423,-33.19680,nominal
-60.32786,-33.19589,nominal
-60.31518,-33.19353,nominal
-60.31879,-33.19263,nominal
-60.32604,-33.19083,nominal
-60.32523,-33.19469,nominal
-60.31657,-33.19447,nominal
-60.33373,-33.20222,nominal
-60.32507,-33.20201,nominal
-60.32621,-33.19526,nominal
-60.31754,-33.19510,nominal
-60.33469,-33.20276,nominal
-60.32601,-33.20258,nominal
-60.16173,-33.36907,nominal
-60.19122,-33.28451,nominal
-60.18943,-33.27948,high
-60.19298,-33.27861,nominal
-60.18994,-33.27816,nominal
-60.19033,-33.28493,nominal
-60.18624,-33.28703,nominal
-60.18604,-33.28733,nominal
-60.18518,-33.28865,high
-60.18668,-33.28399,nominal
-60.18818,-33.27932,nominal
-60.19411,-33.28069,low
