Longitude,Latitude,Confidence
-60.64774,-32.62266,nominal
-60.64901,-32.62555,nominal
-60.62904,-32.59491,nominal
-60.65983,-32.59424,nominal
-60.66588,-32.59490,nominal
-60.66042,-32.59024,nominal
-60.66648,-32.59090,nominal
-60.28598,-33.25644,nominal
-60.28710,-33.03897,nominal
-60.39917,-32.90784,nominal
-60.39384,-32.90325,nominal
-60.39978,-32.90388,nominal
-60.39545,-32.90558,nominal
-60.40139,-32.90624,nominal
-60.39605,-32.90162,low
-60.37296,-32.89502,nominal
-60.39072,-32.89700,nominal
-60.39664,-32.89766,low
-60.39725,-32.89371,high
-60.37948,-32.89172,nominal
-60.39132,-32.89305,nominal
-60.38008,-32.88778,nominal
-60.38068,-32.88382,low
-60.37537,-32.87921,low
-60.37597,-32.87526,nominal
-60.38189,-32.87592,nominal
-60.41747,-32.87985,nominal
-60.41807,-32.87590,nominal
-60.42401,-32.87655,nominal
-60.41273,-32.87128,nominal
-60.41867,-32.87193,nominal
-60.42461,-32.87259,nominal
-60.41927,-32.86798,low
-60.41987,-32.86401,nominal
-60.41394,-32.86336,low
-60.42048,-32.86005,nominal
-60.42108,-32.85609,nominal
-60.41514,-32.85545,low
-60.41574,-32.85149,nominal
-60.41634,-32.84753,high
-60.42228,-32.84818,nominal
-60.41695,-32.84357,nominal
-60.29216,-32.79798,low
-60.29338,-32.79498,nominal
-60.26908,-32.76028,nominal
-60.38211,-32.76087,nominal
-60.27066,-32.74422,nominal
-60.26508,-32.74787,nominal
-60.27089,-32.74852,nominal
-60.26567,-32.74394,nominal
-60.27149,-32.74459,nominal
-60.28313,-32.74589,low
-60.26629,-32.74002,nominal
-60.27209,-32.74067,nominal
-60.26689,-32.73610,nominal
-60.26749,-32.73218,nominal
-60.15958,-33.36905,nominal
-60.04813,-33.11538,nominal
-60.05450,-33.11212,nominal
-60.21520,-32.97586,nominal
-60.18300,-32.91649,nominal
-60.24177,-32.91894,low
-60.19681,-32.87917,nominal
-60.17152,-32.85244,nominal
