Longitude,Latitude,Confidence
-60.53714,-33.04260,nominal
-60.53649,-33.04607,nominal
-60.58846,-32.98959,nominal
-60.58004,-32.98792,nominal
-60.58965,-32.98669,nominal
-60.59031,-32.99026,nominal
-60.58070,-32.99150,nominal
-60.57821,-32.98729,nominal
-60.57887,-32.99086,nominal
-60.70025,-32.78399,nominal
-60.69574,-32.78339,nominal
-60.70089,-32.78051,nominal
-60.28856,-33.25790,nominal
-60.28356,-33.25852,nominal
-60.36852,-32.75202,nominal
-60.36405,-32.78210,nominal
-60.37927,-32.78380,nominal
-60.35985,-32.78634,nominal
-60.35499,-32.78698,nominal
-60.36050,-32.78994,nominal
-60.35564,-32.79058,nominal
-60.33260,-32.80098,nominal
-60.33413,-32.80087,nominal
-60.31786,-32.82140,nominal
-60.36735,-32.75373,nominal
-60.36295,-32.75314,nominal
-60.37112,-32.75777,nominal
-60.36670,-32.75718,nominal
-60.36230,-32.75658,nominal
-60.36347,-32.77441,nominal
-60.35841,-32.77726,nominal
-60.36282,-32.77785,high
-60.38426,-32.78430,nominal
-60.37984,-32.78370,nominal
-60.37542,-32.78310,nominal
-60.36658,-32.78190,nominal
-60.36217,-32.78130,nominal
-60.35776,-32.78070,nominal
-60.38361,-32.78775,nominal
-60.37919,-32.78715,low
-60.35711,-32.78415,nominal
-60.35270,-32.78355,high
-60.35646,-32.78759,nominal
-60.35205,-32.78699,nominal
-60.34764,-32.78639,nominal
-60.36464,-32.79224,nominal
-60.36023,-32.79164,nominal
-60.35581,-32.79104,nominal
-60.25898,-32.77781,nominal
-60.25460,-32.77721,nominal
-60.34699,-32.78984,high
-60.35516,-32.79448,nominal
-60.35075,-32.79388,high
-60.34634,-32.79328,high
-60.34128,-32.79612,low
-60.34569,-32.79673,nominal
-60.34790,-32.79532,nominal
-60.33907,-32.79414,nominal
-60.34348,-32.79473,high
-60.34283,-32.79818,nominal
-60.33841,-32.79758,nominal
-60.33776,-32.80103,nominal
-60.33335,-32.80044,nominal
-60.32895,-32.79985,nominal
-60.33271,-32.80389,nominal
-60.32829,-32.80330,nominal
-60.32764,-32.80674,nominal
-60.32323,-32.80615,nominal
-60.25148,-32.80357,nominal
-60.25083,-32.80700,nominal
-60.27525,-32.82088,nominal
-60.27085,-32.82028,nominal
-60.26205,-32.81909,nominal
-60.28341,-32.82550,nominal
-60.27901,-32.82491,nominal
-60.27460,-32.82431,low
-60.27020,-32.82372,low
-60.26140,-32.82253,nominal
-60.27835,-32.82835,nominal
-60.44198,-32.87514,nominal
-60.42985,-32.89123,nominal
-60.43364,-32.89528,nominal
-60.31395,-32.90878,nominal
-60.31330,-32.91223,nominal
-60.30888,-32.91164,nominal
-60.37059,-32.73650,nominal
-60.36618,-32.73590,nominal
-60.37436,-32.74054,nominal
-60.36995,-32.73994,nominal
-60.36112,-32.73876,nominal
-60.36553,-32.73935,high
-60.37371,-32.74398,nominal
-60.36488,-32.74279,nominal
-60.36047,-32.74220,nominal
-60.36930,-32.74339,high
-60.36865,-32.74684,nominal
-60.36424,-32.74624,nominal
-60.37566,-32.73365,nominal
-60.37501,-32.73709,nominal
-60.13877,-33.36641,nominal
-60.15968,-33.36747,nominal
-60.16092,-33.36637,nominal
-60.13559,-33.36950,nominal
-60.16160,-33.37003,nominal
-60.15654,-33.37065,nominal
-60.12090,-33.27997,nominal
-60.16391,-33.36850,nominal
-60.14863,-33.37702,nominal
-60.11331,-33.10273,nominal
-60.10894,-33.10702,nominal
-60.11396,-33.10638,nominal
-60.10390,-33.10765,nominal
-60.11462,-33.11004,nominal
-60.11025,-33.11433,nominal
-60.10521,-33.11497,nominal
-60.10083,-33.11926,nominal
-60.09579,-33.11990,nominal
-60.09644,-33.12356,nominal
-60.12794,-33.12703,nominal
-60.12357,-33.13132,nominal
-60.01059,-33.16447,nominal
-60.03663,-33.16490,nominal
-60.04170,-33.16425,nominal
-60.01125,-33.16814,nominal
-60.00766,-33.16338,nominal
-60.03883,-33.16331,nominal
-60.03374,-33.16393,nominal
-60.01340,-33.16642,nominal
-60.03948,-33.16698,nominal
-60.03440,-33.16760,nominal
-60.17416,-33.19883,nominal
-60.11636,-33.10460,nominal
-60.11198,-33.10401,nominal
-60.10692,-33.10685,low
-60.11570,-33.10803,nominal
-60.11132,-33.10744,nominal
-60.10253,-33.10625,nominal
-60.11506,-33.11146,nominal
-60.11066,-33.11087,nominal
-60.10627,-33.11028,nominal
-60.09748,-33.10909,nominal
-60.18045,-33.12381,nominal
-60.17604,-33.12322,nominal
-60.17162,-33.12262,nominal
-60.10561,-33.11370,nominal
-60.09682,-33.11252,nominal
-60.10122,-33.11311,high
-60.17097,-33.12606,nominal
-60.16656,-33.12547,nominal
-60.11374,-33.11833,nominal
-60.10934,-33.11773,nominal
-60.10495,-33.11714,nominal
-60.09617,-33.11595,nominal
-60.10056,-33.11654,high
-60.16591,-33.12890,nominal
-60.10869,-33.12117,nominal
-60.10430,-33.12057,nominal
-60.09552,-33.11938,nominal
-60.09112,-33.11879,nominal
-60.09991,-33.11997,high
-60.16525,-33.13234,nominal
-60.13441,-33.12817,nominal
