Longitude,Latitude,Confidence
-60.52533,-33.05512,nominal
-60.52115,-33.05597,nominal
-60.56671,-33.02955,nominal
-60.57092,-33.02868,nominal
-60.56972,-33.02466,nominal
-60.56315,-32.92475,nominal
-60.56738,-32.92388,nominal
-60.56618,-32.91985,nominal
-60.72014,-32.84471,nominal
-60.68684,-32.78531,nominal
-60.69115,-32.78441,nominal
-60.68994,-32.78035,nominal
-60.68390,-32.61540,nominal
-60.66118,-32.61590,nominal
-60.67408,-32.61316,nominal
-60.62563,-32.61912,nominal
-60.62992,-32.61821,nominal
-60.69013,-32.60542,nominal
-60.66426,-32.61092,nominal
-60.66858,-32.61000,nominal
-60.68581,-32.60633,nominal
-60.62872,-32.61415,nominal
-60.67167,-32.60501,nominal
-60.68461,-32.60226,nominal
-60.66737,-32.60593,nominal
-60.63180,-32.60918,nominal
-60.66616,-32.60186,nominal
-60.63060,-32.60511,nominal
-60.63488,-32.60420,nominal
-60.63918,-32.60329,nominal
-60.67788,-32.59503,nominal
-60.68219,-32.59411,nominal
-60.63036,-32.61223,nominal
-60.68207,-32.60156,nominal
-60.66911,-32.60424,nominal
-60.63345,-32.60728,nominal
-60.63775,-32.60640,nominal
-60.63654,-32.60233,nominal
-60.64084,-32.60144,nominal
-60.67533,-32.59430,nominal
-60.67965,-32.59341,nominal
-60.68398,-32.59251,nominal
-60.67844,-32.58934,nominal
-60.63532,-32.59826,nominal
-60.63964,-32.59737,nominal
-60.68276,-32.58844,nominal
-60.63841,-32.59331,nominal
-60.64272,-32.59241,nominal
-60.64703,-32.59153,nominal
-60.68155,-32.58436,nominal
-60.60286,-32.59637,nominal
-60.64151,-32.58835,nominal
-60.68033,-32.58028,nominal
-60.67338,-32.62629,nominal
-60.67768,-32.62537,nominal
-60.66357,-32.62403,nominal
-60.68079,-32.62039,nominal
-60.65927,-32.62495,nominal
-60.67648,-32.62130,nominal
-60.67097,-32.61814,nominal
-60.66237,-32.61996,nominal
-60.67958,-32.61632,nominal
-60.28541,-33.25615,nominal
-60.33885,-33.19833,nominal
-60.34496,-33.19708,nominal
-60.34991,-33.19187,nominal
-60.34874,-33.18791,nominal
-60.36101,-33.18540,nominal
-60.35488,-33.18666,nominal
-60.34758,-33.18395,nominal
-60.35371,-33.18269,nominal
-60.32833,-33.16270,nominal
-60.32716,-33.15875,nominal
-60.33327,-33.15749,nominal
-60.32600,-33.15479,nominal
-60.33211,-33.15353,nominal
-60.33094,-33.14957,nominal
-60.25263,-33.08155,nominal
-60.25755,-33.07635,nominal
-60.25147,-33.07760,nominal
-60.25031,-33.07365,nominal
-60.25639,-33.07240,nominal
-60.26246,-33.07116,nominal
-60.26739,-33.06594,nominal
-60.25523,-33.06845,nominal
-60.26131,-33.06720,nominal
-60.49112,-33.19218,nominal
-60.25407,-33.06450,nominal
-60.26015,-33.06325,nominal
-60.26624,-33.06200,nominal
-60.27116,-33.05679,nominal
-60.25291,-33.06055,nominal
-60.25899,-33.05930,nominal
-60.26508,-33.05804,nominal
-60.27609,-33.05157,nominal
-60.25175,-33.05660,nominal
-60.25784,-33.05535,nominal
-60.26391,-33.05409,nominal
-60.27000,-33.05283,nominal
-60.25060,-33.05265,nominal
-60.26276,-33.05013,nominal
-60.27494,-33.04762,nominal
-60.25667,-33.05139,nominal
-60.26884,-33.04887,nominal
-60.26160,-33.04618,nominal
-60.26768,-33.04492,nominal
-60.25552,-33.04744,nominal
-60.46708,-32.97799,nominal
-60.47005,-32.97311,nominal
-60.46590,-32.97398,nominal
-60.47084,-32.97353,nominal
-60.46666,-32.97438,nominal
-60.46965,-32.96953,nominal
-60.46014,-32.96723,nominal
-60.47680,-32.96381,nominal
-60.48098,-32.96296,nominal
-60.45480,-32.96408,nominal
-60.47979,-32.95895,nominal
-60.45778,-32.95923,nominal
-60.35729,-32.94604,nominal
-60.37260,-32.93866,nominal
-60.40150,-32.93267,nominal
-60.40565,-32.93182,nominal
-60.40861,-32.92697,nominal
-60.40447,-32.92783,nominal
-60.39916,-32.92469,nominal
-60.40330,-32.92384,nominal
-60.40743,-32.92298,nominal
-60.39799,-32.92070,nominal
-60.40212,-32.91984,nominal
-60.40625,-32.91898,high
-60.41040,-32.91813,nominal
-60.40095,-32.91585,nominal
-60.40509,-32.91499,nominal
-60.40923,-32.91413,nominal
-60.39978,-32.91186,nominal
