Longitude,Latitude,Confidence
-60.87048,-32.52698,nominal
-60.63713,-32.80444,nominal
-60.64252,-32.80339,nominal
-60.61454,-32.86483,nominal
-60.67159,-32.79066,nominal
-60.25977,-33.14355,nominal
-60.25913,-33.14639,nominal
-60.38160,-33.07657,nominal
-60.38581,-33.07188,nominal
-60.38059,-33.07289,nominal
-60.37958,-33.06920,nominal
-60.38479,-33.06820,nominal
-60.29065,-32.95761,nominal
-60.29116,-32.95242,nominal
-60.29840,-32.95295,nominal
-60.28806,-32.94698,nominal
-60.29168,-32.94724,nominal
-60.28135,-32.94127,high
-60.27776,-32.94100,nominal
-60.30307,-32.94284,nominal
-60.29272,-32.93687,high
-60.29634,-32.93713,high
-60.27828,-32.93583,nominal
-60.28188,-32.93609,nominal
-60.28910,-32.93661,nominal
-60.28602,-32.93117,high
-60.29324,-32.93169,high
-60.28240,-32.93091,nominal
-60.28963,-32.93143,nominal
-60.29015,-32.92625,nominal
-60.27623,-32.92003,high
-60.27983,-32.92028,nominal
-60.27675,-32.91486,high
-60.28036,-32.91511,nominal
-60.29380,-32.99963,nominal
-60.29375,-32.96305,nominal
-60.14027,-33.36825,nominal
-60.22689,-33.16150,nominal
-60.22589,-33.15784,nominal
-60.22490,-33.15419,nominal
-60.21779,-33.14787,nominal
-60.22290,-33.14687,nominal
-60.22190,-33.14321,nominal
-60.21679,-33.14420,nominal
-60.21605,-33.14684,nominal
-60.22118,-33.14587,nominal
-60.22017,-33.14220,nominal
-60.22530,-33.14124,nominal
-60.18997,-32.95016,nominal
-60.20427,-32.95122,nominal
-60.18335,-32.94448,high
-60.18692,-32.94474,high
-60.19049,-32.94500,high
-60.19406,-32.94527,nominal
-60.18387,-32.93932,high
-60.18031,-32.93906,nominal
-60.18744,-32.93959,nominal
-60.20225,-32.93549,nominal
-60.16000,-32.92720,nominal
-60.16052,-32.92205,nominal
-60.16408,-32.92231,nominal
-60.17474,-32.92310,nominal
-60.17831,-32.92336,nominal
-60.18187,-32.92361,nominal
-60.14450,-32.99998,nominal
-60.14859,-32.99509,nominal
-60.15928,-32.99585,nominal
-60.14563,-32.99865,nominal
-60.14970,-32.99379,nominal
-60.20784,-32.95148,high
-60.21142,-32.95175,high
-60.18640,-32.94989,nominal
