Longitude,Latitude,Confidence
-60.54431,-32.98072,nominal
-60.54902,-32.98174,nominal
-60.58803,-32.69729,nominal
-60.58787,-32.62353,nominal
-60.59261,-32.62453,nominal
-60.59512,-32.61602,nominal
-60.59637,-32.61176,nominal
-60.64968,-32.61857,high
-60.69698,-32.61062,nominal
-60.70168,-32.61162,nominal
-60.70636,-32.61262,nominal
-60.71572,-32.61461,nominal
-60.72039,-32.61560,nominal
-60.69353,-32.60539,nominal
-60.69822,-32.60639,nominal
-60.70290,-32.60739,nominal
-60.70760,-32.60839,nominal
-60.71227,-32.60938,nominal
-60.71696,-32.61038,nominal
-60.72164,-32.61138,nominal
-60.69946,-32.60215,nominal
-60.70414,-32.60315,nominal
-60.70883,-32.60415,nominal
-60.71351,-32.60516,nominal
-60.70538,-32.59892,high
-60.70069,-32.59792,nominal
-60.70661,-32.59469,nominal
-60.71129,-32.59569,nominal
-60.71252,-32.59146,nominal
-60.28367,-33.25866,nominal
-60.34536,-33.00136,nominal
-60.34663,-32.99709,nominal
-60.35146,-32.99812,nominal
-60.35274,-32.99384,high
-60.34309,-32.99177,nominal
-60.34791,-32.99281,nominal
-60.35756,-32.99487,nominal
-60.35402,-32.98956,nominal
-60.35884,-32.99060,nominal
-60.37003,-32.97025,nominal
-60.37130,-32.96598,nominal
-60.37611,-32.96702,nominal
-60.37738,-32.96274,nominal
-60.37865,-32.95847,nominal
-60.36066,-32.95001,nominal
-60.34389,-32.93725,high
-60.33906,-32.93619,nominal
-60.34872,-32.93830,nominal
-60.35355,-32.93935,nominal
-60.34517,-32.93296,nominal
-60.34999,-32.93401,nominal
-60.35482,-32.93507,nominal
-60.35127,-32.92974,high
-60.35610,-32.93079,nominal
-60.34284,-32.93238,nominal
-60.34769,-32.93341,nominal
-60.35254,-32.93443,nominal
-60.35737,-32.93545,nominal
-60.34897,-32.92912,nominal
-60.35381,-32.93015,nominal
-60.35865,-32.93117,nominal
-60.36990,-32.82417,nominal
-60.29958,-32.79961,nominal
-60.36835,-32.82349,nominal
-60.37321,-32.82452,low
-60.29782,-32.79937,nominal
-60.29550,-32.78971,nominal
-60.34560,-32.79583,nominal
-60.37629,-32.77955,nominal
-60.37271,-32.77422,nominal
-60.37756,-32.77526,nominal
-60.36913,-32.76888,nominal
-60.37399,-32.76992,nominal
-60.37885,-32.77097,nominal
-60.37526,-32.76563,nominal
-60.39592,-32.76552,high
-60.00200,-33.41194,nominal
-60.00331,-33.40762,nominal
-60.00463,-33.40330,nominal
-60.00098,-33.39788,nominal
-60.02659,-33.37647,nominal
-60.03154,-33.37754,nominal
-60.02295,-33.37109,nominal
-60.02791,-33.37216,nominal
-60.03781,-33.37430,nominal
-60.02923,-33.36784,nominal
-60.03912,-33.36998,nominal
-60.00473,-33.34410,nominal
-60.00968,-33.34518,nominal
-60.13419,-33.36763,nominal
-60.13919,-33.36871,nominal
-60.00736,-33.33545,nominal
-60.02719,-33.33978,nominal
-60.00867,-33.33113,high
-60.01363,-33.33221,nominal
-60.01859,-33.33329,nominal
-60.01495,-33.32789,nominal
-60.15548,-33.27192,nominal
-60.00117,-33.40783,nominal
-60.00249,-33.40350,nominal
-60.00381,-33.39919,nominal
-60.00016,-33.39380,high
-60.00513,-33.39486,nominal
-60.14497,-33.23758,nominal
-60.02135,-33.15129,nominal
-60.02634,-33.15237,nominal
-60.02766,-33.14803,nominal
-60.02398,-33.14261,nominal
-60.02898,-33.14370,nominal
-60.03397,-33.14478,nominal
-60.03896,-33.14585,nominal
-60.04393,-33.14694,nominal
-60.12327,-33.16411,nominal
-60.18436,-33.11771,nominal
-60.14146,-33.10370,nominal
-60.12795,-33.09612,high
-60.13288,-33.09721,nominal
-60.18204,-33.10803,nominal
-60.16370,-33.09940,high
-60.15879,-33.09832,nominal
-60.16861,-33.10048,nominal
-60.18333,-33.10372,nominal
-60.15822,-33.11252,nominal
-60.18281,-33.11775,nominal
-60.13978,-33.10400,nominal
-60.12625,-33.09652,nominal
-60.13120,-33.09757,nominal
-60.13614,-33.09863,nominal
-60.18050,-33.10810,nominal
-60.16705,-33.10064,high
-60.13251,-33.09326,nominal
-60.16212,-33.09959,nominal
-60.17197,-33.10169,nominal
-60.18180,-33.10379,nominal
-60.18310,-33.09948,high
-60.13875,-33.09000,nominal
-60.16342,-33.09528,nominal
-60.17326,-33.09738,nominal
-60.17818,-33.09843,nominal
-60.14994,-33.08780,high
-60.14500,-33.08674,nominal
-60.15487,-33.08886,nominal
-60.17948,-33.09412,nominal
-60.17587,-33.08876,nominal
-60.18077,-33.08981,nominal
-60.21510,-33.09716,nominal
-60.13774,-33.07598,nominal
-60.15254,-33.07917,nominal
-60.21150,-33.09182,nominal
-60.13409,-33.07060,nominal
-60.14397,-33.07273,nominal
-60.14891,-33.07379,nominal
-60.15385,-33.07485,nominal
-60.14527,-33.06841,nominal
-60.15021,-33.06947,nominal
-60.15514,-33.07054,nominal
-60.15151,-33.06516,high
-60.14658,-33.06409,nominal
-60.15645,-33.06622,nominal
-60.16137,-33.06728,nominal
-60.15281,-33.06084,nominal
-60.15775,-33.06190,nominal
-60.16267,-33.06297,nominal
-60.16890,-33.05972,nominal
-60.16787,-33.04571,nominal
-60.17279,-33.04678,nominal
-60.17408,-33.04247,nominal
-60.17901,-33.04353,nominal
-60.17538,-33.03815,nominal
-60.18030,-33.03922,nominal
-60.03753,-32.92582,nominal
-60.04256,-32.92691,nominal
-60.04388,-32.92256,nominal
-60.23269,-32.94511,nominal
-60.22417,-32.93867,high
-60.23398,-32.94080,nominal
-60.22545,-32.93435,nominal
-60.23036,-32.93542,nominal
-60.23526,-32.93649,nominal
-60.24017,-32.93755,nominal
-60.18246,-32.92039,nominal
-60.18739,-32.92146,nominal
-60.22674,-32.93004,nominal
-60.24146,-32.93324,nominal
