Longitude,Latitude,Confidence
-60.81686,-32.95221,nominal
-60.82318,-32.95093,nominal
-60.81579,-32.95072,nominal
-60.94815,-32.82594,nominal
-60.94305,-32.81938,nominal
-60.94977,-32.82101,nominal
-60.94917,-32.82724,nominal
-60.94405,-32.82071,nominal
-60.95081,-32.82231,nominal
-60.94570,-32.81579,nominal
-60.95246,-32.81739,nominal
-60.94735,-32.81086,nominal
-60.95409,-32.81246,nominal
-60.94897,-32.80593,nominal
-60.28471,-33.25883,nominal
-60.32906,-33.05786,high
-60.32832,-33.05321,nominal
-60.33499,-33.06020,nominal
-60.32800,-33.05997,nominal
-60.39767,-33.08225,nominal
-60.40123,-33.08312,nominal
-60.32428,-33.05884,low
-60.32786,-33.05972,nominal
-60.33145,-33.06059,nominal
-60.26838,-32.89872,high
-60.27127,-32.90267,low
-60.26570,-32.89576,high
-60.26648,-32.89584,high
-60.17029,-33.29159,nominal
-60.16455,-33.36804,nominal
-60.15870,-33.36940,nominal
-60.15076,-33.36755,nominal
-60.15113,-33.37489,nominal
-60.04375,-33.27712,nominal
-60.18006,-33.28185,high
-60.03027,-33.27665,high
-60.03668,-33.28355,nominal
-60.02995,-33.28331,high
-60.03637,-33.29022,nominal
-60.02962,-33.28998,nominal
-60.03605,-33.29689,nominal
-60.02899,-33.30331,high
-60.02930,-33.29664,high
-60.17814,-33.27215,low
-60.18501,-33.27242,nominal
-60.18473,-33.27914,nominal
-60.17785,-33.27887,nominal
-60.04145,-33.28006,nominal
-60.03472,-33.27979,high
-60.23688,-33.25003,nominal
-60.18069,-33.26841,low
-60.18726,-33.27536,nominal
-60.18037,-33.27513,high
-60.03699,-33.27688,low
-60.04004,-33.27059,nominal
-60.03263,-33.26879,low
-60.16643,-33.29581,high
-60.02700,-33.26186,nominal
-60.03070,-33.26277,nominal
-60.03440,-33.26367,nominal
-60.16281,-33.29493,nominal
-60.16455,-33.28984,high
-60.16817,-33.29073,nominal
-60.17166,-33.28056,high
-60.17892,-33.28234,nominal
-60.18254,-33.28322,nominal
-60.18428,-33.27814,high
-60.16975,-33.27459,nominal
-60.17339,-33.27548,low
-60.17702,-33.27637,low
-60.17149,-33.26951,high
-60.18601,-33.27306,high
-60.17512,-33.27040,nominal
-60.17875,-33.27129,nominal
-60.18238,-33.27218,nominal
-60.17685,-33.26532,nominal
-60.23613,-33.25237,nominal
-60.04646,-33.35505,nominal
-60.02729,-33.30598,high
-60.02905,-33.30087,high
-60.02536,-33.29995,nominal
-60.03275,-33.30178,nominal
-60.03080,-33.29575,high
-60.02710,-33.29483,nominal
-60.03449,-33.29667,nominal
-60.02517,-33.28879,high
-60.02886,-33.28971,nominal
-60.03059,-33.28459,high
-60.02690,-33.28367,nominal
-60.03430,-33.28551,nominal
-60.03234,-33.27947,nominal
-60.03604,-33.28040,nominal
-60.03408,-33.27435,nominal
-60.03778,-33.27528,nominal
-60.03584,-33.26923,nominal
-60.03953,-33.27016,nominal
-60.03213,-33.26830,low
-60.03106,-33.28504,high
-60.02736,-33.28415,nominal
-60.03477,-33.28594,nominal
-60.03282,-33.27993,high
-60.03458,-33.27481,nominal
-60.03828,-33.27571,nominal
-60.03635,-33.26969,high
-60.22162,-33.12767,nominal
-60.16099,-32.91414,nominal
-60.16101,-32.91357,nominal
-60.16486,-32.91502,nominal
-60.16019,-32.91402,nominal
-60.19121,-32.90501,nominal
-60.18925,-32.89899,high
-60.17820,-32.89625,nominal
-60.18188,-32.89716,nominal
-60.18557,-32.89808,nominal
-60.19293,-32.89989,nominal
-60.19661,-32.90081,nominal
-60.18730,-32.89295,high
-60.19098,-32.89386,nominal
-60.18534,-32.88691,nominal
-60.19269,-32.88873,nominal
-60.18901,-32.88782,low
-60.19130,-32.88322,nominal
