Longitude,Latitude,Confidence
-60.68929,-33.03368,nominal
-60.58476,-32.98042,nominal
-60.58174,-32.98531,nominal
-60.57753,-32.98618,nominal
-60.58595,-32.98444,nominal
-60.57874,-32.99020,nominal
-60.58113,-32.99824,nominal
-60.70732,-32.75169,nominal
-60.70260,-32.75141,low
-60.58598,-32.98270,high
-60.58760,-32.98352,nominal
-60.58291,-32.98326,nominal
-60.58376,-32.98244,nominal
-60.52665,-32.81007,nominal
-60.64683,-32.84278,nominal
-60.64383,-32.83549,nominal
-60.64900,-32.83690,nominal
-60.67963,-32.80000,nominal
-60.67933,-32.79949,nominal
-60.33818,-33.07341,nominal
-60.35163,-33.07488,nominal
-60.34549,-33.07613,nominal
-60.35281,-33.07885,nominal
-60.34666,-33.08009,nominal
-60.34053,-33.08134,nominal
-60.33440,-33.08258,nominal
-60.32984,-33.06248,nominal
-60.33100,-33.06645,nominal
-60.33712,-33.06516,nominal
-60.32489,-33.06773,nominal
-60.25796,-33.08174,nominal
-60.33827,-33.06913,nominal
-60.33216,-33.07041,nominal
-60.35169,-33.07054,nominal
-60.34556,-33.07181,nominal
-60.33944,-33.07310,nominal
-60.35285,-33.07450,nominal
-60.34672,-33.07578,nominal
-60.34060,-33.07706,nominal
-60.34789,-33.07975,nominal
-60.34176,-33.08103,nominal
-60.33564,-33.08231,nominal
-60.34905,-33.08371,nominal
-60.34293,-33.08500,nominal
-60.33681,-33.08627,nominal
-60.34409,-33.08896,nominal
-60.34759,-33.10085,nominal
-60.34875,-33.10482,nominal
-60.35489,-33.10355,nominal
-60.29990,-33.11494,nominal
-60.35605,-33.10751,nominal
-60.35722,-33.11148,nominal
-60.28370,-33.14761,nominal
-60.27763,-33.14886,nominal
-60.29093,-33.15032,nominal
-60.26665,-33.15529,nominal
-60.27879,-33.15281,nominal
-60.27272,-33.15405,nominal
-60.26059,-33.15654,nominal
-60.26176,-33.16048,nominal
-60.28718,-33.15947,nominal
-60.28111,-33.16071,nominal
-60.44689,-33.13094,nominal
-60.44276,-33.13179,nominal
-60.43862,-33.13264,nominal
-60.27937,-33.00565,nominal
-60.32856,-33.06276,nominal
-60.33585,-33.06548,nominal
-60.32972,-33.06672,nominal
-60.32360,-33.06797,nominal
-60.25650,-33.08160,nominal
-60.33702,-33.06944,nominal
-60.35046,-33.07092,nominal
-60.34432,-33.07216,nominal
-60.29442,-33.16217,nominal
-60.28835,-33.16341,nominal
-60.44806,-33.13492,high
-60.45219,-33.13408,nominal
-60.43980,-33.13662,nominal
-60.29559,-33.16612,nominal
-60.45338,-33.13806,nominal
-60.44925,-33.13890,nominal
-60.26638,-33.17625,nominal
-60.26755,-33.18020,nominal
-60.45457,-33.14204,nominal
-60.26148,-33.18143,nominal
-60.27718,-33.00021,high
-60.28569,-33.00642,nominal
-60.28119,-33.00615,nominal
-60.27221,-33.00562,high
-60.25426,-33.00454,high
-60.28075,-33.01184,low
-60.28525,-33.01211,nominal
-60.25829,-33.01048,nominal
-60.27626,-33.01157,high
-60.25378,-33.01021,high
-60.28027,-33.01752,low
-60.28477,-33.01779,nominal
-60.27579,-33.01725,high
-60.26231,-33.01643,high
-60.25332,-33.01588,high
-60.25734,-33.02183,nominal
-60.26183,-33.02210,high
-60.25286,-33.02155,high
-60.25690,-33.02750,low
-60.25242,-33.02723,nominal
-60.26139,-33.02778,high
-60.26091,-33.03345,nominal
-60.25644,-33.03318,high
-60.25195,-33.03290,high
-60.26044,-33.03913,low
-60.25148,-33.03857,low
-60.25596,-33.03885,high
-60.25550,-33.04453,nominal
-60.33127,-33.06069,nominal
-60.35352,-33.06781,nominal
-60.34897,-33.06753,nominal
-60.34444,-33.06725,nominal
-60.33082,-33.06639,nominal
-60.32629,-33.06610,low
-60.33988,-33.06696,high
-60.33536,-33.06667,high
-60.35307,-33.07352,high
-60.34852,-33.07323,high
-60.34397,-33.07295,high
-60.33943,-33.07266,high
-60.35264,-33.07923,nominal
-60.34306,-33.08436,nominal
-60.33853,-33.08407,nominal
-60.34716,-33.09035,nominal
-60.33226,-33.06206,nominal
-60.35452,-33.06905,nominal
-60.34541,-33.06853,nominal
-60.34086,-33.06828,nominal
-60.33179,-33.06776,nominal
-60.32271,-33.06725,nominal
-60.34997,-33.06879,high
-60.33632,-33.06802,high
-60.35405,-33.07476,nominal
-60.34949,-33.07450,nominal
-60.27953,-33.15050,nominal
-60.27501,-33.15022,nominal
-60.30168,-33.15759,low
-60.29714,-33.15731,low
-60.28809,-33.15675,low
-60.27004,-33.15563,low
-60.27456,-33.15591,nominal
-60.26102,-33.15507,nominal
-60.28764,-33.16244,nominal
-60.26370,-33.17808,nominal
-60.29560,-33.16487,nominal
-60.26253,-33.18014,nominal
-60.25882,-33.22562,nominal
-60.25430,-33.22535,nominal
-60.25836,-33.23131,nominal
-60.33584,-33.07372,nominal
-60.34494,-33.07424,high
-60.34039,-33.07398,high
-60.34904,-33.08020,nominal
-60.34400,-33.08565,nominal
-60.33945,-33.08539,nominal
-60.33491,-33.08513,nominal
-60.25805,-33.08068,nominal
-60.34715,-33.10304,nominal
-60.35629,-33.10357,high
-60.35172,-33.10331,high
-60.35582,-33.10928,nominal
-60.35126,-33.10901,nominal
-60.30082,-33.11176,nominal
-60.44209,-33.12585,high
-60.45551,-33.13240,nominal
-60.43702,-33.13131,high
-60.45967,-33.13842,nominal
-60.45041,-33.13787,nominal
-60.45506,-33.13815,high
-60.43195,-33.13678,high
-60.29353,-33.14565,nominal
-60.29760,-33.15162,low
-60.29307,-33.15133,low
-60.27048,-33.14994,low
-60.30213,-33.15189,nominal
-60.28855,-33.15106,nominal
-60.25386,-33.02265,nominal
-60.25926,-33.02412,low
-60.25612,-33.01669,nominal
-60.26152,-33.01816,low
-60.25314,-33.19156,nominal
-60.28793,-33.16183,nominal
-60.29326,-33.16330,nominal
-60.30082,-33.15884,nominal
-60.29549,-33.15737,low
-60.29771,-33.15144,high
-60.28705,-33.14848,nominal
-60.29240,-33.14996,nominal
-60.30304,-33.15291,nominal
-60.29462,-33.14402,nominal
-60.26541,-33.15648,nominal
-60.29220,-33.16370,low
-60.27303,-33.15199,nominal
-60.28910,-33.15633,nominal
