Longitude,Latitude,Confidence
-60.93904,-32.83599,nominal
-60.93474,-32.83645,nominal
-60.93538,-32.84055,nominal
-60.59717,-32.79506,nominal
-60.59270,-32.79554,nominal
-60.59779,-32.79925,nominal
-60.59331,-32.79972,nominal
-60.58947,-32.80439,nominal
-60.59988,-32.79961,nominal
-60.59573,-32.79895,nominal
-60.59158,-32.79829,nominal
-60.60329,-32.80361,nominal
-60.58594,-32.80431,nominal
-60.58936,-32.80831,nominal
-60.58446,-32.81099,nominal
-60.57775,-32.60010,nominal
-60.56041,-32.60079,nominal
-60.28552,-33.25399,nominal
-60.28621,-33.25826,nominal
-60.39216,-33.00832,nominal
-60.39278,-33.01257,nominal
-60.41654,-33.00788,nominal
-60.41162,-33.01056,nominal
-60.40745,-33.00989,nominal
-60.39342,-33.01457,nominal
-60.38925,-33.01391,nominal
-60.39685,-33.01858,nominal
-60.39760,-33.01524,nominal
-60.39000,-33.01056,nominal
-60.41087,-33.01389,nominal
-60.37296,-33.02862,nominal
-60.37714,-33.02929,nominal
-60.38850,-33.01725,nominal
-60.39267,-33.01792,nominal
-60.39157,-32.82527,nominal
-60.38740,-32.82460,nominal
-60.39083,-32.82861,nominal
-60.36304,-32.83874,nominal
-60.36230,-32.84208,nominal
-60.40702,-32.99251,nominal
-60.40627,-32.99585,nominal
-60.40553,-32.99919,nominal
-60.23014,-33.11428,nominal
-60.24621,-33.12572,nominal
