Longitude,Latitude,Confidence
-60.98112,-33.02268,nominal
-60.51840,-33.06942,nominal
-60.52312,-33.07043,nominal
-60.52785,-33.07143,nominal
-60.52438,-33.06619,high
-60.51965,-33.06518,nominal
-60.52911,-33.06720,nominal
-60.56844,-33.01554,nominal
-60.70245,-32.77504,nominal
-60.69770,-32.77628,nominal
-60.70233,-32.77325,nominal
-60.69760,-32.77453,nominal
-60.70448,-32.77890,nominal
-60.69973,-32.78018,nominal
-60.69908,-32.77708,nominal
-60.70427,-32.77679,nominal
-60.69221,-32.78672,nominal
-60.69688,-32.78770,nominal
-60.69346,-32.78249,low
-60.69812,-32.78348,nominal
-60.69594,-32.77405,nominal
-60.70060,-32.77504,low
-60.70527,-32.77604,nominal
-60.69717,-32.76983,nominal
-60.70184,-32.77082,nominal
-60.63129,-32.61442,nominal
-60.28552,-33.25397,nominal
-60.28745,-33.25949,nominal
-60.26171,-33.19720,nominal
-60.25729,-33.19835,nominal
-60.25187,-33.00302,low
-60.25305,-33.20029,nominal
-60.32986,-33.11183,high
-60.33467,-33.11287,nominal
-60.26836,-32.97414,nominal
-60.26391,-32.97530,nominal
-60.25502,-32.97761,nominal
-60.27044,-32.97965,nominal
-60.26599,-32.98080,nominal
-60.25710,-32.98312,nominal
-60.26807,-32.98631,nominal
-60.25473,-32.98977,nominal
-60.25681,-32.99527,nominal
-60.26227,-32.98993,nominal
-60.25783,-32.99110,nominal
-60.25340,-32.99228,nominal
-60.25546,-32.99778,nominal
-60.25583,-32.99050,nominal
-60.25536,-32.98431,nominal
-60.26645,-32.98375,nominal
-60.26597,-32.97756,nominal
-60.25315,-32.99872,nominal
-60.25444,-32.99442,nominal
-60.25084,-32.98906,low
-60.25573,-32.99012,nominal
-60.26061,-32.99118,low
-60.26678,-32.98794,nominal
-60.26807,-32.98364,nominal
-60.27064,-32.97504,low
-60.27193,-32.97074,nominal
-60.26833,-32.96537,low
-60.26961,-32.96107,nominal
-60.27185,-32.96646,nominal
-60.26824,-32.96112,nominal
-60.30658,-32.85031,nominal
-60.30375,-32.84969,nominal
-60.30864,-32.85073,nominal
-60.26441,-32.75397,nominal
-60.31838,-32.76577,nominal
-60.26207,-32.74425,nominal
-60.26038,-32.74500,nominal
-60.26426,-32.73203,nominal
-60.30133,-32.73075,nominal
-60.30624,-32.73180,nominal
-60.15103,-33.36674,nominal
-60.14671,-33.36785,nominal
-60.15304,-33.37218,nominal
