Longitude,Latitude,Confidence
-60.69855,-32.98266,nominal
-60.69388,-32.98352,nominal
-60.57812,-32.78605,nominal
-60.58416,-32.78656,nominal
-60.58471,-32.78176,nominal
-60.58526,-32.77697,high
-60.58498,-32.78664,nominal
-60.58221,-32.79345,nominal
-60.57446,-32.79110,nominal
-60.67566,-32.50037,nominal
-60.67657,-32.50390,nominal
-60.68127,-32.50304,nominal
-60.68217,-32.50657,nominal
-60.67748,-32.50743,nominal
-60.68777,-32.50925,nominal
-60.69431,-32.51545,nominal
-60.68065,-32.71014,nominal
-60.68651,-32.51528,nominal
-60.68791,-32.52159,nominal
-60.68846,-32.51678,high
-60.66483,-32.50988,nominal
-60.67085,-32.51040,nominal
-60.67690,-32.51093,nominal
-60.68898,-32.51197,nominal
-60.69506,-32.51250,nominal
-60.66538,-32.50508,nominal
-60.67140,-32.50560,nominal
-60.67744,-32.50612,nominal
-60.67195,-32.50080,nominal
-60.67799,-32.50132,nominal
-60.67327,-32.50187,nominal
-60.69378,-32.51567,nominal
-60.68606,-32.51336,nominal
-60.67828,-32.51102,high
-60.67049,-32.50869,high
-60.66269,-32.50635,high
-60.67550,-32.51784,nominal
-60.65993,-32.51318,nominal
-60.69101,-32.52248,high
-60.68327,-32.52017,high
-60.66771,-32.51551,high
-60.68824,-32.52930,nominal
-60.66494,-32.52233,nominal
-60.65717,-32.52000,nominal
-60.68047,-32.52697,high
-60.67768,-32.53378,nominal
-60.66994,-32.53148,high
-60.67488,-32.54060,low
-60.66715,-32.53829,high
-60.69292,-32.51229,nominal
-60.67749,-32.50757,nominal
-60.66972,-32.50519,high
-60.66195,-32.50282,high
-60.67474,-32.51440,nominal
-60.69019,-32.51912,high
-60.68249,-32.51676,high
-60.66697,-32.51202,high
-60.65920,-32.50964,high
-60.67198,-32.52122,nominal
-60.66425,-32.51886,nominal
-60.68746,-32.52594,high
-60.67974,-32.52359,high
-60.65647,-32.51648,high
-60.68471,-32.53276,nominal
-60.66925,-32.52805,nominal
-60.65374,-32.52332,nominal
-60.67696,-32.53040,high
-60.67423,-32.53722,low
-60.66650,-32.53487,high
-60.67145,-32.54404,nominal
-60.66373,-32.54169,nominal
-60.28587,-33.25732,nominal
-60.31372,-33.06200,nominal
-60.31961,-33.06250,nominal
-60.32017,-33.05776,nominal
-60.31485,-33.05254,nominal
-60.32073,-33.05303,nominal
-60.25042,-32.91262,nominal
-60.26204,-32.91358,nominal
-60.26787,-32.91405,nominal
-60.25623,-32.91310,low
-60.25679,-32.90839,nominal
-60.26261,-32.90887,nominal
-60.25098,-32.90791,low
-60.25735,-32.90368,nominal
-60.25118,-32.91185,nominal
-60.26279,-32.91288,nominal
-60.26860,-32.91340,low
-60.25698,-32.91237,low
-60.25753,-32.90767,high
-60.25174,-32.90714,nominal
-60.25809,-32.90296,nominal
-60.15535,-33.36073,nominal
-60.15087,-33.36152,nominal
-60.16158,-33.36682,nominal
-60.14812,-33.36920,nominal
-60.15796,-33.37106,nominal
-60.14899,-33.37264,nominal
-60.14539,-33.37687,nominal
-60.16007,-33.37064,low
-60.18557,-33.13042,nominal
-60.18644,-33.13387,nominal
-60.02639,-33.02802,nominal
-60.01749,-33.02960,nominal
-60.02726,-33.03146,nominal
-60.01835,-33.03304,nominal
-60.19888,-33.16717,low
-60.20471,-33.16767,nominal
-60.16687,-33.14072,nominal
-60.17266,-33.14121,nominal
-60.17322,-33.13652,high
-60.17901,-33.13700,nominal
-60.18482,-33.13749,nominal
-60.17378,-33.13182,nominal
-60.17958,-33.13231,nominal
-60.18538,-33.13279,nominal
-60.18170,-33.13147,nominal
-60.01386,-33.03640,nominal
-60.01442,-33.03175,nominal
-60.02008,-33.03224,nominal
-60.02573,-33.03273,low
-60.03139,-33.03321,low
-60.01499,-33.02711,nominal
-60.02064,-33.02759,nominal
-60.02629,-33.02808,low
-60.02120,-33.02295,nominal
-60.02686,-33.02343,nominal
-60.02860,-33.01991,nominal
-60.00924,-33.02184,low
-60.02567,-33.02683,nominal
-60.01747,-33.02434,nominal
-60.02753,-33.02121,high
-60.02463,-33.02813,nominal
-60.01646,-33.02560,nominal
