Longitude,Latitude,Confidence
-60.77268,-32.55691,nominal
-60.77032,-32.57296,nominal
-60.76423,-32.57231,nominal
-60.75144,-32.57502,nominal
-60.61068,-32.65055,nominal
-60.61609,-32.65517,nominal
-60.61007,-32.65453,nominal
-60.62149,-32.65980,nominal
-60.61549,-32.65916,nominal
-60.60948,-32.65851,nominal
-60.63897,-32.66572,nominal
-60.62090,-32.66378,nominal
-60.61488,-32.66314,nominal
-60.60888,-32.66249,nominal
-60.64440,-32.67036,nominal
-60.62334,-32.68835,nominal
-60.63420,-32.69764,nominal
-60.62638,-32.70894,nominal
-60.62036,-32.70827,nominal
-60.61434,-32.70762,nominal
-60.62579,-32.71293,nominal
-60.61977,-32.71227,high
-60.61375,-32.71160,high
-60.62520,-32.71692,low
-60.63725,-32.71824,nominal
-60.63122,-32.71758,nominal
-60.61918,-32.71625,nominal
-60.63667,-32.72223,nominal
-60.63063,-32.72157,nominal
-60.62461,-32.72090,nominal
-60.63488,-32.72291,nominal
-60.62281,-32.72165,nominal
-60.62885,-32.72227,high
