Longitude,Latitude,Confidence
-60.76495,-32.59019,nominal
-60.67842,-32.69936,nominal
-60.67231,-32.69869,nominal
-60.67171,-32.70271,nominal
-60.67669,-32.70011,nominal
-60.28451,-33.25823,nominal
-60.28378,-33.25489,nominal
-60.28412,-33.25610,nominal
-60.29136,-33.18263,nominal
-60.28541,-33.18197,nominal
-60.28481,-33.18592,nominal
-60.26111,-32.78260,nominal
-60.25840,-32.77563,nominal
-60.26232,-32.77473,nominal
-60.25647,-32.77410,nominal
-60.37828,-32.79926,nominal
-60.26051,-32.78653,nominal
-60.25466,-32.78589,nominal
-60.25405,-32.78982,low
-60.37768,-32.80322,nominal
-60.37175,-32.80258,nominal
-60.25990,-32.79046,nominal
-60.37114,-32.80654,high
-60.25345,-32.79375,high
-60.37647,-32.81113,nominal
-60.37054,-32.81049,nominal
-60.38179,-32.81573,nominal
-60.36994,-32.81445,nominal
-60.37587,-32.81509,high
-60.42515,-32.88903,nominal
-60.45988,-32.90099,nominal
-60.45388,-32.90032,nominal
-60.45928,-32.90497,nominal
-60.45868,-32.90895,nominal
-60.42489,-32.88705,nominal
-60.42429,-32.89103,nominal
-60.45907,-32.90279,nominal
-60.45307,-32.90215,nominal
-60.36983,-32.96980,nominal
-60.36923,-32.97377,nominal
-60.37875,-32.99095,nominal
-60.37280,-32.99028,nominal
-60.37218,-32.99425,nominal
-60.37159,-32.99821,nominal
-60.37723,-32.98836,nominal
-60.37662,-32.99233,nominal
-60.37602,-32.99630,nominal
-60.37004,-32.99566,nominal
-60.14477,-33.37716,nominal
-60.14431,-33.37568,nominal
-60.00053,-33.20098,nominal
-60.24821,-32.78919,nominal
-60.24760,-32.79311,nominal
-60.24700,-32.79705,nominal
-60.19355,-32.87491,nominal
-60.19287,-32.87426,nominal
-60.19226,-32.87818,nominal
-60.09263,-32.87526,nominal
-60.09203,-32.87916,nominal
