Longitude,Latitude,Confidence
-60.58630,-32.76853,nominal
-60.58118,-32.76967,nominal
-60.58769,-32.77292,high
-60.57882,-32.77959,nominal
-60.58908,-32.77731,nominal
-60.58395,-32.77845,nominal
-60.59047,-32.78169,nominal
-60.58020,-32.78398,nominal
-60.59186,-32.78608,nominal
-60.58672,-32.78722,nominal
-60.58812,-32.79161,nominal
-60.59325,-32.79047,nominal
-60.58298,-32.79275,nominal
-60.58437,-32.79713,nominal
-60.58953,-32.75547,nominal
-60.59531,-32.75574,high
-60.57799,-32.75492,high
-60.59492,-32.76204,nominal
-60.58915,-32.76176,nominal
-60.58338,-32.76149,nominal
-60.57762,-32.76121,nominal
-60.59882,-32.79380,nominal
-60.58728,-32.79323,nominal
-60.59306,-32.79352,high
-60.59096,-32.78934,nominal
-60.58518,-32.78909,low
-60.59676,-32.78959,high
-60.59635,-32.79589,nominal
-60.58726,-32.79004,nominal
-60.59584,-32.79228,nominal
-60.58699,-32.79283,nominal
-60.59559,-32.79501,nominal
-60.57508,-32.76004,high
-60.57077,-32.75893,nominal
-60.58370,-32.76224,nominal
-60.58801,-32.76334,low
-60.57939,-32.76114,low
-60.57269,-32.75347,high
-60.56837,-32.75236,nominal
-60.58132,-32.75568,nominal
-60.58563,-32.75678,nominal
-60.58993,-32.75788,nominal
-60.59423,-32.75898,nominal
-60.57701,-32.75457,low
-60.58324,-32.75021,nominal
-60.59186,-32.75242,low
-60.65588,-32.52358,nominal
-60.65727,-32.52801,nominal
-60.69389,-32.51978,nominal
-60.66248,-32.52684,nominal
-60.69529,-32.52421,nominal
-60.65866,-32.53244,nominal
-60.69005,-32.52539,nominal
-60.69669,-32.52865,nominal
-60.69145,-32.52983,nominal
-60.68098,-32.53218,nominal
-60.66005,-32.53687,nominal
-60.68761,-32.53544,nominal
-60.68238,-32.53661,nominal
-60.65623,-32.54246,nominal
-60.66426,-32.50178,nominal
-60.65901,-32.50293,nominal
-60.66076,-32.50350,nominal
-60.66597,-32.50232,nominal
-60.65551,-32.50468,nominal
-60.65691,-32.50911,nominal
-60.67920,-32.50883,nominal
-60.66876,-32.51118,nominal
-60.66355,-32.51236,nominal
-60.65309,-32.51472,nominal
-60.64787,-32.51590,nominal
-60.68060,-32.51326,nominal
-60.64926,-32.52033,high
-60.65448,-32.51915,nominal
-60.64405,-32.52150,nominal
-60.65066,-32.52475,nominal
-60.64545,-32.52592,nominal
-60.69250,-32.51534,nominal
-60.67155,-32.52005,nominal
-60.69285,-32.53426,nominal
-60.68903,-32.53987,nominal
-60.68519,-32.54547,nominal
-60.69044,-32.54430,nominal
-60.68660,-32.54990,nominal
-60.69666,-32.53453,nominal
-60.69083,-32.53426,nominal
-60.69629,-32.54085,high
-60.69593,-32.54717,nominal
-60.69011,-32.54689,nominal
-60.64907,-32.55127,nominal
-60.63751,-32.55071,nominal
-60.68973,-32.55321,high
-60.64330,-32.55098,high
-60.59684,-32.73057,nominal
-60.70324,-32.52216,nominal
-60.66260,-32.52029,nominal
-60.69704,-32.52821,nominal
-60.70286,-32.52848,high
-60.59106,-32.73030,nominal
-60.58529,-32.73003,nominal
-60.57953,-32.72976,nominal
-60.56225,-32.72896,nominal
-60.59645,-32.73686,nominal
-60.59068,-32.73659,nominal
-60.58490,-32.73632,high
-60.57915,-32.73605,high
-60.60185,-32.74343,low
-60.59607,-32.74316,nominal
-60.57299,-32.74207,nominal
-60.58452,-32.74261,high
-60.57876,-32.74234,high
-60.58416,-32.74891,low
-60.59569,-32.74945,nominal
-60.57261,-32.74836,nominal
-60.58992,-32.74918,high
-60.57838,-32.74863,high
-60.57462,-32.74800,high
-60.56599,-32.74579,nominal
-60.57030,-32.74689,nominal
-60.57893,-32.74911,low
-60.57222,-32.74143,high
-60.57654,-32.74253,high
-60.56791,-32.74032,nominal
-60.58086,-32.74364,nominal
-60.57415,-32.73595,high
-60.58708,-32.73928,high
-60.56983,-32.73485,nominal
-60.58278,-32.73817,nominal
-60.57846,-32.73706,low
-60.55875,-32.72603,high
-60.58038,-32.73160,high
-60.58469,-32.73271,high
-60.56311,-32.72715,nominal
-60.58900,-32.73382,nominal
-60.58661,-32.72724,nominal
-60.59092,-32.72836,nominal
-60.56500,-32.72167,low
-60.56692,-32.71620,nominal
-60.64438,-32.55737,high
-60.64006,-32.55626,nominal
-60.63767,-32.54968,high
-60.64198,-32.55079,nominal
-60.64630,-32.55189,nominal
-60.68883,-32.55086,high
-60.69503,-32.54649,high
-60.69931,-32.54759,nominal
-60.69265,-32.53994,nominal
-60.69694,-32.54104,nominal
-60.69884,-32.53558,nominal
-60.70076,-32.53012,high
-60.66207,-32.52016,nominal
-60.28801,-33.25553,nominal
-60.32200,-33.04170,nominal
-60.31639,-33.04143,high
-60.32161,-33.04792,nominal
-60.31600,-33.04765,high
-60.31326,-33.05148,high
-60.31765,-33.05263,nominal
-60.31522,-33.04597,nominal
-60.31960,-33.04713,nominal
-60.31347,-33.04858,high
-60.31786,-33.04971,nominal
-60.31543,-33.04309,high
-60.31740,-33.03759,high
-60.32180,-33.03872,high
-60.31937,-33.03209,high
-60.32376,-33.03322,nominal
-60.25790,-32.90118,nominal
-60.26686,-32.91302,nominal
-60.26928,-32.91634,nominal
-60.26035,-32.89864,low
-60.25480,-32.89834,nominal
-60.25846,-32.89750,nominal
-60.25292,-32.89724,nominal
-60.27432,-32.91067,nominal
-60.26876,-32.91040,nominal
-60.26321,-32.91014,nominal
-60.25766,-32.90988,low
-60.26836,-32.91660,nominal
-60.26749,-32.91420,low
-60.27194,-32.91534,nominal
-60.26946,-32.90867,nominal
-60.27391,-32.90982,nominal
-60.25360,-32.89854,nominal
-60.29591,-32.54128,nominal
-60.05644,-33.31554,nominal
-60.05173,-33.31657,nominal
-60.15197,-33.36251,nominal
-60.16287,-33.36469,nominal
-60.15805,-33.36573,nominal
-60.14852,-33.36778,nominal
-60.16419,-33.36893,nominal
-60.15937,-33.36996,nominal
-60.14639,-33.37727,nominal
-60.15965,-33.36622,nominal
-60.15013,-33.36834,nominal
-60.16095,-33.37046,nominal
-60.14669,-33.37362,nominal
-60.14800,-33.37786,nominal
-60.05725,-33.31736,nominal
-60.05685,-33.32350,high
-60.14690,-33.37732,nominal
-60.06528,-33.46517,nominal
-60.14573,-33.37524,high
-60.05753,-33.32182,high
-60.05952,-33.31628,high
-60.05626,-33.32024,high
-60.05827,-33.31471,nominal
-60.01741,-33.01731,nominal
-60.00794,-33.01937,nominal
-60.02215,-33.01628,nominal
-60.01872,-33.02155,nominal
-60.01398,-33.02258,nominal
-60.00925,-33.02361,nominal
-60.16136,-33.14148,nominal
-60.15174,-33.14355,nominal
-60.15307,-33.14781,nominal
-60.16269,-33.14574,nominal
-60.17979,-33.15115,nominal
-60.17498,-33.15218,nominal
-60.16536,-33.15425,nominal
-60.16055,-33.15528,nominal
-60.17632,-33.15644,nominal
