Longitude,Latitude,Confidence
-60.28358,-33.25908,nominal
-60.28291,-33.25515,nominal
-60.28882,-33.25447,nominal
-60.28474,-33.25579,nominal
-60.27087,-32.90026,nominal
-60.27282,-32.90789,low
-60.26937,-32.90394,nominal
-60.27352,-32.90456,nominal
-60.32536,-32.88129,nominal
-60.32605,-32.87794,low
-60.14656,-33.37722,nominal
-60.15794,-33.37190,nominal
-60.15129,-33.36861,nominal
-60.16326,-33.36726,nominal
-60.15062,-33.36465,nominal
-60.14392,-33.36137,nominal
-60.14993,-33.36069,nominal
-60.14797,-33.37830,nominal
-60.16258,-33.37014,low
-60.18257,-33.29233,nominal
-60.18327,-33.28899,nominal
