Longitude,Latitude,Confidence
-60.56559,-33.00753,nominal
-60.56115,-33.00677,nominal
-60.56032,-33.01020,nominal
-60.56394,-33.01440,nominal
-60.52052,-33.14048,nominal
-60.51837,-33.13802,nominal
-60.71225,-32.75213,nominal
-60.71755,-32.75135,high
-60.69278,-32.79082,nominal
-60.69219,-32.78624,nominal
-60.70668,-32.77097,nominal
-60.71208,-32.77045,nominal
-60.70607,-32.76640,nominal
-60.71148,-32.76588,nominal
-60.70546,-32.76183,nominal
-60.71629,-32.76081,nominal
-60.71089,-32.76132,nominal
-60.71029,-32.75675,nominal
-60.71569,-32.75624,nominal
-60.71506,-32.75167,nominal
-60.72081,-32.74942,nominal
-60.70907,-32.74762,nominal
-60.71446,-32.74711,nominal
-60.71385,-32.74254,nominal
-60.46074,-33.32254,nominal
-60.25069,-33.18906,nominal
-60.25536,-33.17912,nominal
-60.33949,-33.11396,nominal
-60.33192,-33.10040,nominal
-60.33768,-33.09989,nominal
-60.32552,-33.09623,nominal
-60.31975,-33.09675,nominal
-60.32492,-33.09154,nominal
-60.31913,-33.09206,nominal
-60.31853,-33.08736,nominal
-60.32432,-33.08685,nominal
-60.33009,-33.08634,nominal
-60.31793,-33.08267,nominal
-60.32949,-33.08165,nominal
-60.32370,-33.08216,nominal
-60.25514,-33.00101,nominal
-60.33474,-33.07987,nominal
-60.33023,-33.07909,nominal
-60.32939,-33.08255,nominal
-60.31052,-33.08289,nominal
-60.32320,-33.08868,nominal
-60.30968,-33.08635,nominal
-60.30517,-33.08557,nominal
-60.30883,-33.08981,nominal
-60.33952,-33.09871,nominal
-60.31250,-33.09405,nominal
-60.33868,-33.10216,nominal
-60.31617,-33.09828,nominal
-60.31166,-33.09750,nominal
-60.34684,-33.10716,nominal
-60.33784,-33.10562,nominal
-60.33334,-33.10484,nominal
-60.31532,-33.10174,nominal
-60.34600,-33.11062,nominal
-60.34150,-33.10984,nominal
-60.34404,-33.10758,nominal
-60.33955,-33.10679,nominal
-60.31255,-33.10205,nominal
-60.34320,-33.11103,nominal
-60.34152,-33.11794,nominal
-60.33702,-33.11715,nominal
-60.33252,-33.11636,nominal
-60.33619,-33.12061,nominal
-60.33169,-33.11982,nominal
-60.26068,-33.17956,nominal
-60.25616,-33.17878,nominal
-60.25079,-33.18146,nominal
-60.25531,-33.18224,nominal
-60.30480,-32.76120,nominal
-60.30932,-32.75134,nominal
-60.26841,-32.98528,nominal
-60.13829,-33.33826,nominal
-60.13231,-33.33878,nominal
-60.12572,-33.33455,nominal
-60.16875,-33.25048,nominal
-60.22429,-33.27459,nominal
-60.11684,-33.33236,nominal
-60.13874,-33.33982,nominal
-60.12509,-33.33743,nominal
-60.12053,-33.33663,nominal
-60.12423,-33.34090,nominal
-60.15268,-33.36034,nominal
-60.16008,-33.36886,nominal
-60.04147,-33.34816,nominal
-60.14843,-33.37767,nominal
-60.14389,-33.37688,nominal
-60.14559,-33.20779,nominal
-60.14499,-33.20303,nominal
-60.23307,-33.19060,nominal
-60.24484,-33.18957,nominal
-60.23248,-33.18587,nominal
-60.24948,-33.17963,nominal
-60.21132,-33.12550,nominal
-60.19896,-33.12182,nominal
-60.20484,-33.12130,nominal
-60.21072,-33.12078,nominal
-60.21659,-33.12025,nominal
-60.19836,-33.11710,nominal
-60.20424,-33.11657,nominal
-60.21012,-33.11605,nominal
-60.21599,-33.11553,nominal
-60.21540,-33.11080,nominal
-60.20952,-33.11132,nominal
-60.15273,-33.21676,nominal
-60.14677,-33.21728,nominal
-60.14619,-33.21253,nominal
-60.14796,-33.22678,nominal
-60.14737,-33.22203,nominal
-60.15333,-33.22151,nominal
-60.22193,-33.12586,nominal
-60.12558,-33.00721,nominal
-60.12101,-33.00640,nominal
-60.11187,-33.00479,nominal
-60.10730,-33.00399,nominal
-60.12015,-33.00988,nominal
-60.22164,-33.10773,nominal
-60.22532,-33.11199,nominal
-60.20720,-33.10881,nominal
-60.22448,-33.11546,nominal
-60.21003,-33.11654,nominal
-60.21825,-33.12160,nominal
-60.22278,-33.12239,high
-60.20379,-33.12268,nominal
-60.21655,-33.12853,nominal
-60.20747,-33.12694,nominal
-60.20294,-33.12615,nominal
-60.22645,-33.18446,nominal
-60.22192,-33.18368,nominal
-60.24825,-33.19184,nominal
-60.23919,-33.19028,nominal
-60.22560,-33.18793,nominal
-60.24739,-33.19530,nominal
-60.14064,-33.19123,low
-60.13609,-33.19043,nominal
-60.13979,-33.19471,nominal
-60.13523,-33.19390,nominal
-60.13808,-33.20165,nominal
-60.13353,-33.20085,nominal
-60.12897,-33.20005,nominal
-60.14178,-33.20593,nominal
-60.13722,-33.20512,nominal
-60.18551,-33.22086,low
-60.12641,-33.21046,nominal
-60.13096,-33.21127,high
-60.13465,-33.21554,low
-60.13010,-33.21474,nominal
-60.14290,-33.22061,nominal
-60.13834,-33.21981,nominal
-60.13749,-33.22329,nominal
-60.17670,-33.23740,nominal
-60.13123,-33.22943,nominal
-60.13493,-33.23370,nominal
-60.13037,-33.23290,nominal
-60.16421,-33.24968,nominal
-60.19511,-32.95409,nominal
-60.19516,-32.95352,nominal
-60.20101,-32.95298,nominal
-60.22257,-32.99890,nominal
