Longitude,Latitude,Confidence
-60.95460,-33.28396,nominal
-60.95356,-33.28776,nominal
-60.95253,-33.29156,nominal
-60.58258,-32.80188,nominal
-60.58324,-32.80545,nominal
-60.57848,-32.80019,nominal
-60.58442,-32.79808,nominal
-60.58921,-32.80315,nominal
-60.58334,-32.80198,nominal
-60.58813,-32.80705,nominal
-60.58226,-32.80589,low
-60.57638,-32.80471,low
-60.58706,-32.81095,nominal
-60.28665,-33.25635,nominal
-60.28866,-33.25446,nominal
-60.28894,-33.25472,nominal
-60.28441,-33.25501,nominal
-60.28358,-33.25583,nominal
-60.39969,-33.01072,nominal
-60.39729,-33.00475,nominal
-60.40833,-33.00171,nominal
-60.41628,-33.00617,nominal
-60.41074,-33.00769,nominal
-60.39636,-33.00263,nominal
-60.39874,-33.00862,nominal
-60.39323,-33.01017,nominal
-60.39561,-33.01615,nominal
-60.39417,-33.01225,nominal
-60.40654,-33.00401,nominal
-60.39343,-33.00485,nominal
-60.39397,-33.01046,nominal
-60.41655,-33.00385,nominal
-60.41059,-33.00266,nominal
-60.40462,-33.00148,nominal
-60.40949,-33.00658,nominal
-60.41436,-33.01169,nominal
-60.40839,-33.01051,nominal
-60.39050,-33.00695,nominal
-60.39537,-33.01206,nominal
-60.38940,-33.01088,nominal
-60.37067,-33.02549,nominal
-60.41169,-32.99874,nominal
-60.40573,-32.99755,nominal
-60.36404,-32.83854,nominal
-60.35803,-32.83732,nominal
-60.35693,-32.84127,nominal
-60.40682,-32.99363,nominal
-60.34490,-32.83884,nominal
-60.19477,-33.11002,nominal
-60.24696,-33.12204,nominal
-60.19246,-33.11092,nominal
-60.24585,-33.12599,nominal
-60.19842,-33.15811,nominal
-60.22824,-33.08000,nominal
