Longitude,Latitude,Confidence
-60.87668,-33.41851,nominal
-60.93711,-33.20759,nominal
-60.28891,-33.25772,nominal
-60.26969,-33.26543,nominal
-60.29755,-32.75724,nominal
-60.38292,-32.80313,low
-60.38273,-32.81047,nominal
-60.29617,-32.75700,nominal
-60.37844,-32.97097,nominal
-60.38234,-32.81203,nominal
-60.26548,-32.78046,high
-60.25951,-32.77910,nominal
-60.27143,-32.78182,nominal
-60.38381,-32.80737,nominal
-60.38968,-32.80870,nominal
-60.10353,-33.17656,nominal
-60.11200,-33.17679,high
-60.10426,-33.17784,nominal
-60.11273,-33.17802,high
-60.00154,-33.19455,nominal
-60.00914,-33.19122,nominal
-60.10563,-33.17291,nominal
-60.11161,-33.17429,nominal
-60.11759,-33.17566,nominal
-60.10114,-33.16685,nominal
-60.10713,-33.16822,nominal
-60.11312,-33.16960,nominal
-60.00541,-33.19380,nominal
-60.10096,-32.92194,nominal
-60.10699,-32.92334,nominal
