Longitude,Latitude,Confidence
-60.75685,-32.57566,nominal
-60.75752,-32.57232,nominal
-60.76168,-32.57291,nominal
-60.77069,-32.57077,nominal
-60.77485,-32.57137,nominal
-60.75887,-32.56561,nominal
-60.76303,-32.56622,nominal
-60.76720,-32.56682,nominal
-60.77136,-32.56742,nominal
-60.77552,-32.56802,nominal
-60.77203,-32.56406,high
-60.75954,-32.56226,nominal
-60.76371,-32.56286,nominal
-60.76787,-32.56346,nominal
-60.77620,-32.56467,nominal
-60.76855,-32.56011,nominal
-60.70228,-32.67888,nominal
-60.66133,-32.66950,nominal
-60.46486,-32.75931,nominal
-60.46555,-32.75597,nominal
-60.46624,-32.75262,nominal
-60.14781,-33.37804,nominal
-60.16240,-33.36988,nominal
-60.15547,-33.36197,nominal
