Longitude,Latitude,Confidence
-60.53406,-33.05884,low
-60.65524,-32.81430,nominal
-60.65802,-32.82080,nominal
-60.65106,-32.82286,nominal
-60.63998,-32.83345,nominal
-60.63305,-32.83549,nominal
-60.63580,-32.84200,high
-60.64273,-32.83996,nominal
-60.63857,-32.84850,nominal
-60.64137,-32.85499,nominal
-60.63916,-32.84990,nominal
-60.64191,-32.85641,nominal
-60.65022,-32.81688,nominal
-60.65079,-32.82192,nominal
-60.64457,-32.82750,nominal
-60.63155,-32.83363,nominal
-60.63836,-32.83309,nominal
-60.63895,-32.83813,nominal
-60.63213,-32.83868,nominal
-60.63272,-32.84373,nominal
-60.64011,-32.84823,nominal
-60.63330,-32.84878,nominal
-60.64067,-32.85328,nominal
-60.63388,-32.85382,nominal
-60.64125,-32.85832,nominal
-60.63297,-32.86298,nominal
-60.62391,-32.85749,nominal
-60.62891,-32.85842,nominal
-60.62984,-32.85479,nominal
-60.62485,-32.85387,low
-60.62672,-32.84661,low
-60.62765,-32.84298,nominal
-60.63265,-32.84391,nominal
-60.62859,-32.83935,nominal
-60.63358,-32.84028,nominal
-60.63857,-32.84121,nominal
-60.62952,-32.83572,low
-60.63451,-32.83665,low
-60.63951,-32.83759,nominal
-60.52503,-32.81233,nominal
-60.63139,-32.82847,nominal
-60.64230,-32.82671,low
-60.64323,-32.82307,nominal
-60.64822,-32.82401,nominal
-60.64915,-32.82039,nominal
-60.65414,-32.82132,nominal
-60.65009,-32.81676,nominal
-60.65507,-32.81770,nominal
-60.65601,-32.81407,nominal
-60.64705,-32.82143,nominal
-60.65704,-32.82326,nominal
-60.64798,-32.81781,nominal
-60.65298,-32.81873,nominal
-60.65797,-32.81963,nominal
-60.68724,-32.78705,nominal
-60.28487,-33.25590,nominal
-60.28855,-33.25563,nominal
-60.28556,-33.25721,nominal
-60.34504,-33.05277,nominal
-60.35164,-33.05085,nominal
-60.33843,-33.05470,nominal
-60.36098,-33.05532,nominal
-60.35436,-33.05724,nominal
-60.36762,-33.05339,nominal
-60.36369,-33.06171,nominal
-60.33929,-33.05080,nominal
-60.27210,-33.23982,nominal
-60.27859,-33.23792,nominal
-60.26295,-33.23538,nominal
-60.26943,-33.23348,nominal
-60.27030,-33.23537,nominal
-60.28061,-33.22529,nominal
-60.30082,-33.16955,nominal
-60.31392,-33.16574,nominal
-60.32045,-33.16384,nominal
-60.29812,-33.16319,nominal
-60.31121,-33.15939,nominal
-60.31776,-33.15748,nominal
-60.30851,-33.15302,nominal
-60.25370,-33.16185,nominal
-60.25100,-33.15551,nominal
-60.25749,-33.15361,nominal
-60.26130,-33.14538,nominal
-60.25481,-33.14727,nominal
-60.36442,-33.05772,nominal
-60.35513,-33.05329,nominal
-60.34855,-33.05524,nominal
-60.36174,-33.05133,nominal
-60.34586,-33.04885,nominal
-60.30802,-33.00080,nominal
-60.30444,-33.00108,nominal
-60.34098,-33.05136,nominal
-60.33740,-33.05163,nominal
-60.34455,-33.05109,nominal
-60.35941,-33.05515,high
-60.35228,-33.05569,nominal
-60.34870,-33.05597,nominal
-60.34512,-33.05624,nominal
-60.36297,-33.05488,nominal
-60.35584,-33.05542,nominal
-60.33798,-33.05678,nominal
-60.33440,-33.05705,nominal
-60.36354,-33.06002,nominal
-60.35998,-33.06030,nominal
-60.35285,-33.06084,nominal
-60.34929,-33.06111,nominal
-60.26355,-33.14725,nominal
-60.25991,-33.14752,nominal
-60.25267,-33.14805,nominal
-60.25322,-33.15323,nominal
-60.30802,-33.15438,nominal
-60.25018,-33.15868,nominal
-60.25742,-33.15814,nominal
-60.25380,-33.15841,nominal
-60.31220,-33.15928,high
-60.25075,-33.16386,nominal
-60.31580,-33.15900,nominal
-60.25436,-33.16359,nominal
-60.31277,-33.16444,nominal
-60.31638,-33.16416,nominal
-60.29475,-33.16579,nominal
-60.31692,-33.16933,nominal
-60.26596,-33.23583,nominal
-60.26958,-33.23554,nominal
-60.27377,-33.24044,high
-60.26652,-33.24101,nominal
-60.26794,-33.23626,nominal
-60.26432,-33.23652,nominal
-60.27578,-33.24091,nominal
-60.27215,-33.24117,high
-60.26489,-33.24170,nominal
-60.25092,-33.24794,nominal
-60.35534,-33.05229,nominal
-60.37764,-33.04878,nominal
-60.38274,-33.04973,nominal
-60.28136,-33.02691,nominal
-60.37860,-33.04512,nominal
-60.38369,-33.04607,nominal
-60.26688,-33.02034,low
-60.27203,-33.02131,nominal
-60.28746,-33.02421,nominal
-60.37446,-33.04052,nominal
-60.37542,-33.03686,high
-60.37032,-33.03590,nominal
-60.36523,-33.03495,low
-60.25336,-33.01007,nominal
-60.29453,-33.01783,nominal
-60.29966,-33.01880,nominal
-60.30479,-33.01976,nominal
-60.36618,-33.03129,nominal
-60.29645,-33.01049,nominal
-60.29227,-33.00585,high
-60.28714,-33.00488,nominal
-60.29324,-33.00218,nominal
-60.30447,-33.00045,nominal
-60.25060,-33.24683,nominal
-60.26598,-33.24971,nominal
-60.26086,-33.24875,low
-60.25669,-33.24413,nominal
-60.26695,-33.24605,nominal
-60.26182,-33.24509,low
-60.26279,-33.24143,nominal
-60.26985,-33.23507,nominal
-60.26568,-33.23044,nominal
-60.27081,-33.23140,nominal
-60.27691,-33.22871,nominal
-60.29451,-33.18208,nominal
-60.29281,-33.18054,nominal
-60.29474,-33.17322,nominal
-60.29986,-33.17417,nominal
-60.30084,-33.17051,high
-60.29058,-33.16860,nominal
-60.30180,-33.16685,nominal
-60.31202,-33.16875,nominal
-60.30788,-33.16414,nominal
-60.31299,-33.16509,nominal
-60.25240,-33.14995,nominal
-60.25754,-33.15091,nominal
-60.30373,-33.15952,low
-60.30884,-33.16048,nominal
-60.31396,-33.16143,nominal
-60.25850,-33.14724,nominal
-60.26365,-33.14820,nominal
-60.26879,-33.14916,nominal
-60.30469,-33.15586,nominal
-60.30981,-33.15682,nominal
-60.35260,-33.09577,nominal
-60.43886,-33.11208,nominal
-60.44487,-33.10939,nominal
-60.35500,-33.09442,nominal
-60.44141,-33.11032,nominal
-60.35469,-33.07519,nominal
-60.33297,-33.05580,low
-60.35852,-33.06056,nominal
-60.33905,-33.05309,nominal
-60.34415,-33.05405,nominal
-60.34926,-33.05500,nominal
-60.35437,-33.05595,nominal
-60.31264,-32.99399,nominal
-60.31925,-32.99208,nominal
-60.30602,-32.99589,nominal
-60.31415,-32.99721,nominal
-60.32075,-32.99527,nominal
-60.30756,-32.99915,nominal
-60.28841,-32.78693,nominal
-60.31760,-32.98966,nominal
-60.31102,-32.99537,nominal
-60.31817,-32.99481,nominal
-60.31459,-32.99509,nominal
-60.30744,-32.99565,nominal
-60.30387,-32.99593,nominal
-60.30543,-32.99678,nominal
-60.31056,-32.99775,nominal
-60.30639,-32.99311,nominal
-60.31152,-32.99408,nominal
-60.28681,-32.98555,nominal
-60.29194,-32.98652,nominal
-60.31760,-32.99139,nominal
-60.30510,-32.97746,nominal
-60.31536,-32.97941,nominal
-60.29579,-32.97183,nominal
-60.30093,-32.97281,nominal
-60.30606,-32.97379,nominal
-60.31119,-32.97476,nominal
-60.29161,-32.96718,nominal
-60.29675,-32.96816,low
-60.28744,-32.96253,nominal
-60.29257,-32.96351,nominal
-60.30322,-32.97609,low
-60.31349,-32.97799,nominal
-60.29389,-32.97051,nominal
-60.29903,-32.97147,nominal
-60.30418,-32.97241,nominal
-60.30932,-32.97336,nominal
-60.29485,-32.96684,low
-60.28552,-32.96125,nominal
-60.29067,-32.96221,nominal
-60.38348,-32.82410,low
-60.30192,-32.78561,nominal
-60.25313,-32.76474,nominal
-60.25505,-32.75736,nominal
-60.27673,-32.75763,low
-60.28832,-32.70013,nominal
-60.28164,-32.70208,nominal
-60.29103,-32.70655,nominal
-60.27768,-32.71045,nominal
-60.27101,-32.71239,nominal
-60.25371,-32.72463,nominal
-60.34877,-32.71861,nominal
-60.35549,-32.71666,nominal
-60.35819,-32.72310,nominal
-60.35146,-32.72506,high
-60.35418,-32.73149,nominal
-60.34972,-32.72122,high
-60.35641,-32.71923,nominal
-60.35909,-32.72568,nominal
-60.35239,-32.72766,nominal
-60.27934,-32.69787,nominal
-60.28703,-32.70244,nominal
-60.29058,-32.70215,nominal
-60.28348,-32.70273,nominal
-60.27991,-32.70301,nominal
-60.28760,-32.70758,nominal
-60.26981,-32.70902,nominal
-60.29114,-32.70730,nominal
-60.27337,-32.70873,nominal
-60.27037,-32.71417,nominal
-60.28215,-32.69915,nominal
-60.27859,-32.69942,nominal
-60.28986,-32.70378,nominal
-60.28630,-32.70404,nominal
-60.28273,-32.70430,nominal
-60.27263,-32.71024,nominal
-60.26906,-32.71051,nominal
-60.29042,-32.70892,nominal
-60.28687,-32.70919,nominal
-60.25239,-32.72215,nominal
-60.35234,-32.71981,nominal
-60.34880,-32.72007,nominal
-60.35645,-32.72466,nominal
-60.35292,-32.72493,nominal
-60.34938,-32.72520,high
-60.35702,-32.72979,nominal
-60.35350,-32.73006,nominal
-60.26497,-32.73174,nominal
-60.25038,-32.72514,nominal
-60.26594,-32.72805,low
-60.25134,-32.72144,nominal
-60.34632,-32.73147,nominal
-60.26981,-32.71328,low
