latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
-5.75673,145.40518,340.5,0.52,0.5,2020-09-24,03:18,N,nominal,2.0NRT,291.5,4.2,D
-5.86095,144.62988,328.7,0.59,0.53,2020-09-24,03:18,N,nominal,2.0NRT,297.8,3.7,D
-5.74683,145.40863,341.3,0.52,0.5,2020-09-24,03:18,N,nominal,2.0NRT,292,10,D
-4.64512,152.26418,343.2,0.38,0.36,2020-09-24,03:18,N,nominal,2.0NRT,298.5,18.9,D
-4.72949,151.68553,351.3,0.39,0.36,2020-09-24,03:18,N,nominal,2.0NRT,302,11.7,D
-5.49188,145.98288,341.7,0.47,0.48,2020-09-24,03:18,N,nominal,2.0NRT,287,7,D
-5.50946,145.76706,325.4,0.49,0.49,2020-09-24,03:18,N,nominal,2.0NRT,284.7,3.4,D
-4.53536,152.31784,339,0.38,0.36,2020-09-24,03:18,N,nominal,2.0NRT,300.2,6.5,D
-5.62077,144.49876,326.8,0.6,0.53,2020-09-24,03:18,N,nominal,2.0NRT,289.7,4.3,D
-5.61939,144.4966,326.6,0.6,0.53,2020-09-24,03:18,N,nominal,2.0NRT,289,5,D
-5.5773,144.51147,342,0.6,0.53,2020-09-24,03:18,N,nominal,2.0NRT,290.4,10.1,D
-5.61834,144.22194,339.7,0.63,0.54,2020-09-24,03:18,N,nominal,2.0NRT,293.5,4.2,D
-5.57173,144.51559,339.9,0.6,0.53,2020-09-24,03:18,N,nominal,2.0NRT,291.6,14.3,D
-5.5987,144.21674,326.3,0.63,0.54,2020-09-24,03:18,N,nominal,2.0NRT,294.4,2.8,D
-4.39925,152.2574,332.1,0.38,0.36,2020-09-24,03:18,N,nominal,2.0NRT,300.4,3.2,D
-5.48829,144.45303,328.5,0.6,0.53,2020-09-24,03:18,N,nominal,2.0NRT,290.4,4.7,D
-5.50701,143.92061,367,0.33,0.55,2020-09-24,03:18,N,high,2.0NRT,290.8,7.9,D
-5.49887,143.97949,330.9,0.32,0.55,2020-09-24,03:18,N,nominal,2.0NRT,292.7,9.5,D
-5.49273,143.98648,327.9,0.32,0.55,2020-09-24,03:18,N,nominal,2.0NRT,293.7,5.4,D
-5.49344,143.98134,350.3,0.32,0.55,2020-09-24,03:18,N,nominal,2.0NRT,294.6,9.5,D
-5.49379,143.97881,354.9,0.32,0.55,2020-09-24,03:18,N,nominal,2.0NRT,296.8,9.5,D
-5.49418,143.97603,326,0.32,0.55,2020-09-24,03:18,N,nominal,2.0NRT,293.9,6.4,D
-5.24899,145.47169,329.5,0.51,0.49,2020-09-24,03:18,N,nominal,2.0NRT,291.7,4.9,D
-5.4585,144.02261,337.4,0.32,0.55,2020-09-24,03:18,N,nominal,2.0NRT,293.9,3.2,D
-5.45297,144.02524,325.8,0.32,0.55,2020-09-24,03:18,N,nominal,2.0NRT,293.5,5,D
-5.45337,144.02246,329.7,0.32,0.55,2020-09-24,03:18,N,nominal,2.0NRT,293.5,3.2,D
-5.44835,144.02158,330.5,0.32,0.55,2020-09-24,03:18,N,nominal,2.0NRT,294.3,3.9,D
-5.44873,144.01888,352.4,0.32,0.55,2020-09-24,03:18,N,nominal,2.0NRT,295.3,3.9,D
-4.22082,152.18694,332.9,0.38,0.36,2020-09-24,03:18,N,low,2.0NRT,307.8,8.2,D
-5.29748,144.7323,325.5,0.57,0.52,2020-09-24,03:18,N,nominal,2.0NRT,282.2,5.8,D
-5.45144,143.55203,341.4,0.35,0.57,2020-09-24,03:18,N,nominal,2.0NRT,291.6,19.7,D
-5.45198,143.54813,327.4,0.35,0.57,2020-09-24,03:18,N,nominal,2.0NRT,275.7,19.7,D
-5.45097,143.55553,357,0.35,0.57,2020-09-24,03:18,N,low,2.0NRT,279.1,39.5,D
-5.3811,143.95877,325.1,0.32,0.55,2020-09-24,03:18,N,nominal,2.0NRT,294.1,1.9,D
-5.2683,144.52896,341.7,0.59,0.53,2020-09-24,03:18,N,nominal,2.0NRT,293.6,16.4,D
-4.09831,152.07936,333.8,0.38,0.36,2020-09-24,03:18,N,nominal,2.0NRT,299,2.5,D
-5.3285,142.20515,326.6,0.43,0.62,2020-09-24,03:18,N,nominal,2.0NRT,294.1,3,D
-4.64211,144.83066,343.3,0.55,0.51,2020-09-24,03:18,N,nominal,2.0NRT,274.2,8.6,D
-4.0815,143.5,326.9,0.33,0.55,2020-09-24,03:18,N,nominal,2.0NRT,284.2,5.9,D
-4.08193,143.49698,357.3,0.33,0.55,2020-09-24,03:18,N,low,2.0NRT,284.7,5.9,D
-4.03522,143.4823,342.2,0.33,0.55,2020-09-24,03:18,N,nominal,2.0NRT,289.8,4.6,D
-4.05793,143.06966,367,0.36,0.57,2020-09-24,03:18,N,high,2.0NRT,291.4,31.7,D
-4.05839,143.06638,353.9,0.36,0.57,2020-09-24,03:18,N,nominal,2.0NRT,292,13,D
-4.05311,143.06564,342.3,0.36,0.57,2020-09-24,03:18,N,nominal,2.0NRT,290.1,13,D
-4.05358,143.06236,355.6,0.36,0.57,2020-09-24,03:18,N,nominal,2.0NRT,290.4,13,D
-4.04829,143.06165,331.1,0.36,0.57,2020-09-24,03:18,N,nominal,2.0NRT,289.5,3.2,D
-3.9859,143.31256,325,0.34,0.56,2020-09-24,03:18,N,nominal,2.0NRT,289.9,3.2,D
-3.98634,143.30943,353.8,0.34,0.56,2020-09-24,03:18,N,nominal,2.0NRT,291.3,4.9,D
-3.98679,143.3063,338.1,0.34,0.56,2020-09-24,03:18,N,nominal,2.0NRT,291.7,4.9,D
-3.98159,143.30556,333.9,0.34,0.56,2020-09-24,03:18,N,nominal,2.0NRT,291.8,6.5,D
-4.03127,142.95251,340.2,0.36,0.58,2020-09-24,03:18,N,nominal,2.0NRT,289.8,4.8,D
-3.98061,143.30373,334.2,0.34,0.56,2020-09-24,03:18,N,nominal,2.0NRT,292,3.8,D
-4.03294,142.9514,326,0.36,0.58,2020-09-24,03:18,N,nominal,2.0NRT,289.7,5.3,D
-3.97043,142.93282,352,0.36,0.58,2020-09-24,03:18,N,nominal,2.0NRT,288.7,4.2,D
-3.76618,143.50043,336.4,0.33,0.55,2020-09-24,03:18,N,nominal,2.0NRT,288.9,2.7,D
-2.6476,150.8806,346.3,0.39,0.36,2020-09-24,03:18,N,nominal,2.0NRT,296.9,9.5,D
-2.64427,150.8801,349,0.39,0.36,2020-09-24,03:18,N,nominal,2.0NRT,297.7,9.5,D
-2.59789,150.80817,331.9,0.39,0.36,2020-09-24,03:18,N,nominal,2.0NRT,295.8,4.3,D
-3.72604,143.17955,351.4,0.35,0.56,2020-09-24,03:18,N,nominal,2.0NRT,291,3.7,D
-3.78138,141.77571,335.5,0.43,0.62,2020-09-24,03:18,N,nominal,2.0NRT,292,7,D
-3.78193,141.77176,336.5,0.43,0.62,2020-09-24,03:18,N,nominal,2.0NRT,291.3,3.2,D
-3.77452,141.78287,340,0.43,0.62,2020-09-24,03:18,N,nominal,2.0NRT,291.6,6.9,D
-3.70956,142.0813,331.1,0.41,0.61,2020-09-24,03:18,N,nominal,2.0NRT,288.3,3.4,D
-3.77884,141.7836,328.3,0.43,0.62,2020-09-24,03:18,N,nominal,2.0NRT,292,3.8,D
-3.78002,141.77568,333,0.43,0.62,2020-09-24,03:18,N,nominal,2.0NRT,292.1,7.2,D
-3.7806,141.77176,339.4,0.43,0.62,2020-09-24,03:18,N,nominal,2.0NRT,291,3.6,D
-3.7731,141.78287,326.8,0.43,0.62,2020-09-24,03:18,N,nominal,2.0NRT,291.2,3.8,D
-3.71164,142.08138,325.8,0.41,0.61,2020-09-24,03:18,N,nominal,2.0NRT,285.9,3.4,D
-9.81023,149.70035,331.8,0.48,0.4,2020-09-24,03:18,N,nominal,2.0NRT,293.5,4,D
-9.72321,149.72867,330.5,0.48,0.4,2020-09-24,03:18,N,low,2.0NRT,292.3,3.9,D
-9.70116,149.80594,337,0.48,0.4,2020-09-24,03:18,N,nominal,2.0NRT,295.1,6.5,D
-9.73492,149.56264,330.3,0.49,0.4,2020-09-24,03:18,N,nominal,2.0NRT,296.8,4.5,D
-9.72055,149.72939,334.5,0.48,0.4,2020-09-24,03:18,N,nominal,2.0NRT,294.2,3.6,D
-9.70173,149.80707,342,0.48,0.4,2020-09-24,03:18,N,nominal,2.0NRT,294.9,6.7,D
-9.73323,149.56366,342.3,0.49,0.4,2020-09-24,03:18,N,nominal,2.0NRT,297,7.7,D
-9.69774,149.73079,342.4,0.48,0.4,2020-09-24,03:18,N,nominal,2.0NRT,295.7,8,D
